date,datetime,cash_type,card,money,coffee_name
02/10/2024,02/10/2024 10:22,card,ANON-0000-0000-0375,35.76,Latte
02/10/2024,02/10/2024 10:23,card,ANON-0000-0000-0704,30.86,Americano with Milk
02/10/2024,02/10/2024 11:28,card,ANON-0000-0000-0705,35.76,Cappuccino
02/10/2024,02/10/2024 15:13,card,ANON-0000-0000-0706,35.76,Cappuccino
02/10/2024,02/10/2024 18:31,card,ANON-0000-0000-0255,35.76,Hot Chocolate
02/10/2024,02/10/2024 22:18,card,ANON-0000-0000-0637,35.76,Hot Chocolate
02/10/2024,02/10/2024 22:19,card,ANON-0000-0000-0637,35.76,Hot Chocolate
02/10/2024,02/10/2024 22:20,card,ANON-0000-0000-0707,35.76,Hot Chocolate
03/10/2024,03/10/2024 13:47,card,ANON-0000-0000-0708,35.76,Cocoa
03/10/2024,03/10/2024 15:12,card,ANON-0000-0000-0709,30.86,Americano with Milk
03/10/2024,03/10/2024 20:12,card,ANON-0000-0000-0710,25.96,Cortado
03/10/2024,03/10/2024 20:14,card,ANON-0000-0000-0710,35.76,Hot Chocolate
03/10/2024,03/10/2024 21:21,card,ANON-0000-0000-0637,35.76,Hot Chocolate
03/10/2024,03/10/2024 21:21,card,ANON-0000-0000-0637,35.76,Hot Chocolate
03/10/2024,03/10/2024 21:29,card,ANON-0000-0000-0711,35.76,Cappuccino
03/10/2024,03/10/2024 21:31,card,ANON-0000-0000-0712,35.76,Hot Chocolate
04/10/2024,04/10/2024 8:44,card,ANON-0000-0000-0440,25.96,Americano
04/10/2024,04/10/2024 8:45,card,ANON-0000-0000-0440,25.96,Americano
04/10/2024,04/10/2024 9:30,card,ANON-0000-0000-0004,30.86,Americano with Milk
04/10/2024,04/10/2024 9:31,card,ANON-0000-0000-0003,25.96,Americano
04/10/2024,04/10/2024 9:53,card,ANON-0000-0000-0650,25.96,Cortado
04/10/2024,04/10/2024 9:55,card,ANON-0000-0000-0650,25.96,Cortado
04/10/2024,04/10/2024 17:35,card,ANON-0000-0000-0713,35.76,Latte
04/10/2024,04/10/2024 17:42,card,ANON-0000-0000-0714,35.76,Hot Chocolate
04/10/2024,04/10/2024 17:44,card,ANON-0000-0000-0714,35.76,Cocoa
05/10/2024,05/10/2024 9:00,card,ANON-0000-0000-0141,25.96,Cortado
05/10/2024,05/10/2024 9:01,card,ANON-0000-0000-0141,25.96,Cortado
05/10/2024,05/10/2024 9:35,card,ANON-0000-0000-0715,35.76,Cocoa
05/10/2024,05/10/2024 13:12,card,ANON-0000-0000-0206,35.76,Cappuccino
05/10/2024,05/10/2024 20:08,card,ANON-0000-0000-0012,25.96,Americano
05/10/2024,05/10/2024 20:09,card,ANON-0000-0000-0012,25.96,Americano
06/10/2024,06/10/2024 8:22,card,ANON-0000-0000-0141,25.96,Cortado
06/10/2024,06/10/2024 10:05,card,ANON-0000-0000-0195,35.76,Cappuccino
06/10/2024,06/10/2024 10:06,card,ANON-0000-0000-0195,25.96,Cortado
06/10/2024,06/10/2024 11:55,card,ANON-0000-0000-0716,35.76,Latte
06/10/2024,06/10/2024 12:09,card,ANON-0000-0000-0665,35.76,Latte
06/10/2024,06/10/2024 12:10,card,ANON-0000-0000-0665,35.76,Cappuccino
06/10/2024,06/10/2024 12:11,card,ANON-0000-0000-0665,30.86,Americano with Milk
06/10/2024,06/10/2024 13:46,card,ANON-0000-0000-0717,25.96,Americano
06/10/2024,06/10/2024 13:47,card,ANON-0000-0000-0717,35.76,Cappuccino
06/10/2024,06/10/2024 13:50,card,ANON-0000-0000-0718,30.86,Americano with Milk
06/10/2024,06/10/2024 13:51,card,ANON-0000-0000-0718,35.76,Latte
06/10/2024,06/10/2024 13:51,card,ANON-0000-0000-0718,35.76,Cappuccino
06/10/2024,06/10/2024 16:31,card,ANON-0000-0000-0719,35.76,Cappuccino
06/10/2024,06/10/2024 16:35,card,ANON-0000-0000-0720,21.06,Espresso
06/10/2024,06/10/2024 18:17,card,ANON-0000-0000-0721,30.86,Americano with Milk
06/10/2024,06/10/2024 18:35,card,ANON-0000-0000-0722,35.76,Hot Chocolate
06/10/2024,06/10/2024 21:09,card,ANON-0000-0000-0723,35.76,Hot Chocolate
06/10/2024,06/10/2024 21:10,card,ANON-0000-0000-0723,35.76,Hot Chocolate
06/10/2024,06/10/2024 21:10,card,ANON-0000-0000-0636,35.76,Hot Chocolate
06/10/2024,06/10/2024 21:16,card,ANON-0000-0000-0637,35.76,Latte
07/10/2024,07/10/2024 8:33,card,ANON-0000-0000-0724,35.76,Latte
07/10/2024,07/10/2024 8:49,card,ANON-0000-0000-0385,35.76,Latte
07/10/2024,07/10/2024 8:50,card,ANON-0000-0000-0385,30.86,Americano with Milk
07/10/2024,07/10/2024 9:05,card,ANON-0000-0000-0725,35.76,Cocoa
07/10/2024,07/10/2024 9:09,card,ANON-0000-0000-0726,35.76,Latte
07/10/2024,07/10/2024 12:17,card,ANON-0000-0000-0727,30.86,Americano with Milk
07/10/2024,07/10/2024 14:31,card,ANON-0000-0000-0728,25.96,Americano
07/10/2024,07/10/2024 14:32,card,ANON-0000-0000-0728,25.96,Americano
07/10/2024,07/10/2024 17:48,card,ANON-0000-0000-0494,35.76,Latte
07/10/2024,07/10/2024 21:14,card,ANON-0000-0000-0636,35.76,Hot Chocolate
07/10/2024,07/10/2024 21:15,card,ANON-0000-0000-0636,35.76,Hot Chocolate
07/10/2024,07/10/2024 21:40,card,ANON-0000-0000-0598,35.76,Latte
08/10/2024,08/10/2024 8:11,card,ANON-0000-0000-0703,35.76,Latte
08/10/2024,08/10/2024 9:05,card,ANON-0000-0000-0276,30.86,Americano with Milk
08/10/2024,08/10/2024 10:22,card,ANON-0000-0000-0700,25.96,Americano
08/10/2024,08/10/2024 10:27,card,ANON-0000-0000-0683,35.76,Latte
08/10/2024,08/10/2024 11:30,card,ANON-0000-0000-0726,35.76,Latte
08/10/2024,08/10/2024 12:48,card,ANON-0000-0000-0225,25.96,Americano
08/10/2024,08/10/2024 12:49,card,ANON-0000-0000-0225,25.96,Americano
08/10/2024,08/10/2024 13:04,card,ANON-0000-0000-0729,35.76,Latte
08/10/2024,08/10/2024 13:04,card,ANON-0000-0000-0729,35.76,Latte
08/10/2024,08/10/2024 14:42,card,ANON-0000-0000-0507,35.76,Latte
08/10/2024,08/10/2024 15:13,card,ANON-0000-0000-0475,35.76,Latte
08/10/2024,08/10/2024 15:19,card,ANON-0000-0000-0050,25.96,Americano
08/10/2024,08/10/2024 15:50,card,ANON-0000-0000-0730,30.86,Americano with Milk
08/10/2024,08/10/2024 20:40,card,ANON-0000-0000-0731,35.76,Hot Chocolate
08/10/2024,08/10/2024 20:41,card,ANON-0000-0000-0731,35.76,Cappuccino
08/10/2024,08/10/2024 20:51,card,ANON-0000-0000-0732,35.76,Latte
08/10/2024,08/10/2024 21:24,card,ANON-0000-0000-0040,30.86,Americano with Milk
08/10/2024,08/10/2024 21:25,card,ANON-0000-0000-0040,30.86,Americano with Milk
09/10/2024,09/10/2024 7:54,card,ANON-0000-0000-0570,35.76,Latte
09/10/2024,09/10/2024 8:25,card,ANON-0000-0000-0276,30.86,Americano with Milk
09/10/2024,09/10/2024 9:43,card,ANON-0000-0000-0424,30.86,Americano with Milk
09/10/2024,09/10/2024 9:59,card,ANON-0000-0000-0494,35.76,Latte
09/10/2024,09/10/2024 10:37,card,ANON-0000-0000-0733,21.06,Espresso
09/10/2024,09/10/2024 11:18,card,ANON-0000-0000-0734,25.96,Americano
09/10/2024,09/10/2024 13:03,card,ANON-0000-0000-0726,35.76,Latte
09/10/2024,09/10/2024 13:52,card,ANON-0000-0000-0735,30.86,Americano with Milk
09/10/2024,09/10/2024 17:26,card,ANON-0000-0000-0658,35.76,Cappuccino
09/10/2024,09/10/2024 17:27,card,ANON-0000-0000-0658,25.96,Americano
09/10/2024,09/10/2024 17:50,card,ANON-0000-0000-0736,21.06,Espresso
09/10/2024,09/10/2024 20:49,card,ANON-0000-0000-0737,35.76,Cappuccino
10/10/2024,10/10/2024 8:48,card,ANON-0000-0000-0003,25.96,Americano
10/10/2024,10/10/2024 9:23,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/10/2024,10/10/2024 9:51,card,ANON-0000-0000-0738,35.76,Hot Chocolate
10/10/2024,10/10/2024 10:05,card,ANON-0000-0000-0375,35.76,Latte
10/10/2024,10/10/2024 10:42,card,ANON-0000-0000-0141,25.96,Cortado
10/10/2024,10/10/2024 10:43,card,ANON-0000-0000-0141,25.96,Cortado
10/10/2024,10/10/2024 10:55,card,ANON-0000-0000-0739,35.76,Latte
10/10/2024,10/10/2024 11:04,card,ANON-0000-0000-0740,35.76,Latte
10/10/2024,10/10/2024 15:05,card,ANON-0000-0000-0510,35.76,Cappuccino
10/10/2024,10/10/2024 17:40,card,ANON-0000-0000-0741,35.76,Latte
10/10/2024,10/10/2024 18:18,card,ANON-0000-0000-0742,25.96,Americano
10/10/2024,10/10/2024 18:56,card,ANON-0000-0000-0713,30.86,Americano with Milk
10/10/2024,10/10/2024 18:57,card,ANON-0000-0000-0713,35.76,Latte
10/10/2024,10/10/2024 22:33,card,ANON-0000-0000-0637,35.76,Hot Chocolate
10/10/2024,10/10/2024 22:34,card,ANON-0000-0000-0637,35.76,Hot Chocolate
11/10/2024,11/10/2024 7:54,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/10/2024,11/10/2024 8:00,card,ANON-0000-0000-0703,35.76,Latte
11/10/2024,11/10/2024 8:12,card,ANON-0000-0000-0141,25.96,Cortado
11/10/2024,11/10/2024 8:28,card,ANON-0000-0000-0570,35.76,Latte
11/10/2024,11/10/2024 8:29,card,ANON-0000-0000-0570,35.76,Cocoa
11/10/2024,11/10/2024 8:55,card,ANON-0000-0000-0725,35.76,Cocoa
11/10/2024,11/10/2024 8:56,card,ANON-0000-0000-0726,30.86,Americano with Milk
11/10/2024,11/10/2024 8:58,card,ANON-0000-0000-0743,35.76,Hot Chocolate
11/10/2024,11/10/2024 9:31,card,ANON-0000-0000-0744,30.86,Americano with Milk
11/10/2024,11/10/2024 9:38,card,ANON-0000-0000-0402,25.96,Cortado
11/10/2024,11/10/2024 10:00,card,ANON-0000-0000-0375,25.96,Americano
11/10/2024,11/10/2024 10:01,card,ANON-0000-0000-0375,25.96,Americano
11/10/2024,11/10/2024 10:30,card,ANON-0000-0000-0242,30.86,Americano with Milk
11/10/2024,11/10/2024 13:05,card,ANON-0000-0000-0740,35.76,Latte
11/10/2024,11/10/2024 13:29,card,ANON-0000-0000-0012,25.96,Americano
11/10/2024,11/10/2024 13:30,card,ANON-0000-0000-0012,25.96,Americano
11/10/2024,11/10/2024 14:33,card,ANON-0000-0000-0745,35.76,Cocoa
11/10/2024,11/10/2024 14:35,card,ANON-0000-0000-0745,25.96,Americano
11/10/2024,11/10/2024 14:50,card,ANON-0000-0000-0714,35.76,Cappuccino
11/10/2024,11/10/2024 17:12,card,ANON-0000-0000-0746,35.76,Latte
11/10/2024,11/10/2024 17:13,card,ANON-0000-0000-0746,35.76,Hot Chocolate
11/10/2024,11/10/2024 17:26,card,ANON-0000-0000-0747,35.76,Hot Chocolate
11/10/2024,11/10/2024 21:48,card,ANON-0000-0000-0690,35.76,Latte
11/10/2024,11/10/2024 21:53,card,ANON-0000-0000-0748,30.86,Americano with Milk
11/10/2024,11/10/2024 22:36,card,ANON-0000-0000-0749,35.76,Hot Chocolate
11/10/2024,11/10/2024 22:37,card,ANON-0000-0000-0749,35.76,Hot Chocolate
12/10/2024,12/10/2024 8:28,card,ANON-0000-0000-0141,25.96,Cortado
12/10/2024,12/10/2024 10:31,card,ANON-0000-0000-0650,25.96,Cortado
12/10/2024,12/10/2024 10:32,card,ANON-0000-0000-0650,25.96,Cortado
12/10/2024,12/10/2024 11:52,card,ANON-0000-0000-0507,35.76,Latte
12/10/2024,12/10/2024 11:53,card,ANON-0000-0000-0750,30.86,Americano with Milk
12/10/2024,12/10/2024 13:18,card,ANON-0000-0000-0751,35.76,Cappuccino
12/10/2024,12/10/2024 20:10,card,ANON-0000-0000-0507,35.76,Latte
13/10/2024,13/10/2024 9:54,card,ANON-0000-0000-0141,25.96,Cortado
13/10/2024,13/10/2024 12:20,card,ANON-0000-0000-0752,30.86,Americano with Milk
13/10/2024,13/10/2024 13:32,card,ANON-0000-0000-0650,25.96,Cortado
13/10/2024,13/10/2024 13:33,card,ANON-0000-0000-0650,21.06,Espresso
13/10/2024,13/10/2024 13:34,card,ANON-0000-0000-0650,25.96,Cortado
13/10/2024,13/10/2024 17:53,card,ANON-0000-0000-0507,35.76,Latte
13/10/2024,13/10/2024 17:54,card,ANON-0000-0000-0507,35.76,Latte
13/10/2024,13/10/2024 18:22,card,ANON-0000-0000-0753,35.76,Cappuccino
13/10/2024,13/10/2024 20:43,card,ANON-0000-0000-0257,35.76,Cappuccino
14/10/2024,14/10/2024 8:26,card,ANON-0000-0000-0276,30.86,Americano with Milk
14/10/2024,14/10/2024 9:49,card,ANON-0000-0000-0754,35.76,Cocoa
14/10/2024,14/10/2024 10:27,card,ANON-0000-0000-0141,25.96,Cortado
14/10/2024,14/10/2024 10:38,card,ANON-0000-0000-0440,35.76,Latte
14/10/2024,14/10/2024 10:39,card,ANON-0000-0000-0440,35.76,Latte
14/10/2024,14/10/2024 11:23,card,ANON-0000-0000-0755,35.76,Cappuccino
14/10/2024,14/10/2024 11:25,card,ANON-0000-0000-0225,25.96,Americano
14/10/2024,14/10/2024 11:26,card,ANON-0000-0000-0225,25.96,Americano
14/10/2024,14/10/2024 14:36,card,ANON-0000-0000-0756,35.76,Latte
14/10/2024,14/10/2024 14:49,card,ANON-0000-0000-0507,35.76,Latte
14/10/2024,14/10/2024 16:37,card,ANON-0000-0000-0757,25.96,Americano
14/10/2024,14/10/2024 18:19,card,ANON-0000-0000-0758,35.76,Latte
14/10/2024,14/10/2024 18:20,card,ANON-0000-0000-0758,35.76,Cappuccino
14/10/2024,14/10/2024 22:08,card,ANON-0000-0000-0759,35.76,Latte
14/10/2024,14/10/2024 22:10,card,ANON-0000-0000-0760,35.76,Latte
14/10/2024,14/10/2024 22:21,card,ANON-0000-0000-0510,35.76,Latte
15/10/2024,15/10/2024 8:14,card,ANON-0000-0000-0141,25.96,Cortado
15/10/2024,15/10/2024 8:34,card,ANON-0000-0000-0761,21.06,Espresso
15/10/2024,15/10/2024 11:13,card,ANON-0000-0000-0762,35.76,Hot Chocolate
15/10/2024,15/10/2024 11:15,card,ANON-0000-0000-0736,35.76,Latte
15/10/2024,15/10/2024 11:16,card,ANON-0000-0000-0736,35.76,Hot Chocolate
15/10/2024,15/10/2024 13:00,card,ANON-0000-0000-0763,35.76,Latte
15/10/2024,15/10/2024 13:15,card,ANON-0000-0000-0764,30.86,Americano with Milk
15/10/2024,15/10/2024 15:32,card,ANON-0000-0000-0683,35.76,Latte
15/10/2024,15/10/2024 15:54,card,ANON-0000-0000-0765,25.96,Americano
15/10/2024,15/10/2024 15:55,card,ANON-0000-0000-0765,21.06,Espresso
15/10/2024,15/10/2024 17:04,card,ANON-0000-0000-0766,35.76,Hot Chocolate
15/10/2024,15/10/2024 19:22,card,ANON-0000-0000-0767,25.96,Americano
15/10/2024,15/10/2024 19:23,card,ANON-0000-0000-0767,35.76,Cocoa
15/10/2024,15/10/2024 20:11,card,ANON-0000-0000-0507,35.76,Latte
15/10/2024,15/10/2024 20:12,card,ANON-0000-0000-0507,35.76,Latte
15/10/2024,15/10/2024 21:18,card,ANON-0000-0000-0040,35.76,Hot Chocolate
15/10/2024,15/10/2024 21:35,card,ANON-0000-0000-0040,35.76,Hot Chocolate
15/10/2024,15/10/2024 22:15,card,ANON-0000-0000-0690,35.76,Latte
16/10/2024,16/10/2024 8:21,card,ANON-0000-0000-0276,30.86,Americano with Milk
16/10/2024,16/10/2024 8:36,card,ANON-0000-0000-0696,35.76,Hot Chocolate
16/10/2024,16/10/2024 9:25,card,ANON-0000-0000-0570,35.76,Latte
16/10/2024,16/10/2024 10:15,card,ANON-0000-0000-0571,30.86,Americano with Milk
16/10/2024,16/10/2024 10:16,card,ANON-0000-0000-0571,30.86,Americano with Milk
16/10/2024,16/10/2024 10:45,card,ANON-0000-0000-0333,30.86,Americano with Milk
16/10/2024,16/10/2024 11:49,card,ANON-0000-0000-0768,25.96,Americano
16/10/2024,16/10/2024 12:29,card,ANON-0000-0000-0769,30.86,Americano with Milk
16/10/2024,16/10/2024 13:20,card,ANON-0000-0000-0764,25.96,Americano
16/10/2024,16/10/2024 16:45,card,ANON-0000-0000-0770,35.76,Latte
16/10/2024,16/10/2024 17:43,card,ANON-0000-0000-0510,30.86,Americano with Milk
16/10/2024,16/10/2024 19:37,card,ANON-0000-0000-0771,30.86,Americano with Milk
16/10/2024,16/10/2024 19:38,card,ANON-0000-0000-0771,30.86,Americano with Milk
16/10/2024,16/10/2024 21:20,card,ANON-0000-0000-0772,35.76,Hot Chocolate
17/10/2024,17/10/2024 7:47,card,ANON-0000-0000-0696,35.76,Latte
17/10/2024,17/10/2024 7:58,card,ANON-0000-0000-0570,35.76,Latte
17/10/2024,17/10/2024 9:24,card,ANON-0000-0000-0773,30.86,Americano with Milk
17/10/2024,17/10/2024 10:26,card,ANON-0000-0000-0510,35.76,Latte
17/10/2024,17/10/2024 10:44,card,ANON-0000-0000-0313,35.76,Hot Chocolate
17/10/2024,17/10/2024 11:59,card,ANON-0000-0000-0774,30.86,Americano with Milk
17/10/2024,17/10/2024 13:57,card,ANON-0000-0000-0775,35.76,Latte
17/10/2024,17/10/2024 14:34,card,ANON-0000-0000-0776,25.96,Americano
17/10/2024,17/10/2024 16:37,card,ANON-0000-0000-0702,35.76,Hot Chocolate
17/10/2024,17/10/2024 16:38,card,ANON-0000-0000-0702,35.76,Hot Chocolate
17/10/2024,17/10/2024 16:39,card,ANON-0000-0000-0702,35.76,Latte
17/10/2024,17/10/2024 16:48,card,ANON-0000-0000-0777,35.76,Hot Chocolate
17/10/2024,17/10/2024 16:49,card,ANON-0000-0000-0777,35.76,Hot Chocolate
17/10/2024,17/10/2024 17:08,card,ANON-0000-0000-0258,35.76,Cappuccino
17/10/2024,17/10/2024 17:09,card,ANON-0000-0000-0258,35.76,Hot Chocolate
17/10/2024,17/10/2024 19:43,card,ANON-0000-0000-0507,35.76,Latte
17/10/2024,17/10/2024 20:11,card,ANON-0000-0000-0778,30.86,Americano with Milk
17/10/2024,17/10/2024 21:46,card,ANON-0000-0000-0779,35.76,Latte
17/10/2024,17/10/2024 21:47,card,ANON-0000-0000-0779,35.76,Latte
17/10/2024,17/10/2024 21:48,card,ANON-0000-0000-0779,35.76,Latte
17/10/2024,17/10/2024 21:49,card,ANON-0000-0000-0779,35.76,Hot Chocolate
18/10/2024,18/10/2024 8:41,card,ANON-0000-0000-0012,35.76,Cocoa
18/10/2024,18/10/2024 8:42,card,ANON-0000-0000-0054,35.76,Cocoa
18/10/2024,18/10/2024 9:32,card,ANON-0000-0000-0003,35.76,Cocoa
18/10/2024,18/10/2024 9:34,card,ANON-0000-0000-0003,35.76,Cocoa
18/10/2024,18/10/2024 9:55,card,ANON-0000-0000-0780,35.76,Cappuccino
18/10/2024,18/10/2024 11:54,card,ANON-0000-0000-0780,35.76,Cappuccino
18/10/2024,18/10/2024 14:51,card,ANON-0000-0000-0781,35.76,Latte
18/10/2024,18/10/2024 14:52,card,ANON-0000-0000-0781,35.76,Cappuccino
18/10/2024,18/10/2024 15:39,card,ANON-0000-0000-0683,25.96,Americano
18/10/2024,18/10/2024 16:09,card,ANON-0000-0000-0782,35.76,Latte
18/10/2024,18/10/2024 17:45,card,ANON-0000-0000-0783,35.76,Hot Chocolate
18/10/2024,18/10/2024 21:14,card,ANON-0000-0000-0012,35.76,Cocoa
18/10/2024,18/10/2024 21:15,card,ANON-0000-0000-0012,35.76,Cocoa
18/10/2024,18/10/2024 21:52,card,ANON-0000-0000-0784,30.86,Americano with Milk
18/10/2024,18/10/2024 22:03,card,ANON-0000-0000-0690,35.76,Latte
19/10/2024,19/10/2024 8:34,card,ANON-0000-0000-0785,30.86,Americano with Milk
19/10/2024,19/10/2024 13:22,card,ANON-0000-0000-0019,35.76,Latte
19/10/2024,19/10/2024 14:10,card,ANON-0000-0000-0355,35.76,Cappuccino
19/10/2024,19/10/2024 15:56,card,ANON-0000-0000-0507,35.76,Hot Chocolate
19/10/2024,19/10/2024 15:59,card,ANON-0000-0000-0507,35.76,Latte
19/10/2024,19/10/2024 16:02,card,ANON-0000-0000-0494,35.76,Latte
19/10/2024,19/10/2024 16:17,card,ANON-0000-0000-0696,35.76,Latte
19/10/2024,19/10/2024 21:46,card,ANON-0000-0000-0690,35.76,Cocoa
19/10/2024,19/10/2024 22:46,card,ANON-0000-0000-0786,35.76,Cappuccino
20/10/2024,20/10/2024 8:40,card,ANON-0000-0000-0570,35.76,Latte
20/10/2024,20/10/2024 8:41,card,ANON-0000-0000-0570,35.76,Cocoa
20/10/2024,20/10/2024 11:16,card,ANON-0000-0000-0787,35.76,Latte
20/10/2024,20/10/2024 14:28,card,ANON-0000-0000-0650,35.76,Hot Chocolate
20/10/2024,20/10/2024 14:29,card,ANON-0000-0000-0650,25.96,Cortado
20/10/2024,20/10/2024 15:52,card,ANON-0000-0000-0455,30.86,Americano with Milk
20/10/2024,20/10/2024 16:45,card,ANON-0000-0000-0788,35.76,Latte
20/10/2024,20/10/2024 16:46,card,ANON-0000-0000-0788,35.76,Latte
20/10/2024,20/10/2024 17:27,card,ANON-0000-0000-0507,35.76,Latte
20/10/2024,20/10/2024 18:34,card,ANON-0000-0000-0012,35.76,Cocoa
20/10/2024,20/10/2024 18:35,card,ANON-0000-0000-0012,35.76,Cocoa
20/10/2024,20/10/2024 21:14,card,ANON-0000-0000-0789,35.76,Hot Chocolate
20/10/2024,20/10/2024 21:15,card,ANON-0000-0000-0790,25.96,Cortado
20/10/2024,20/10/2024 21:17,card,ANON-0000-0000-0791,35.76,Cocoa
20/10/2024,20/10/2024 21:25,card,ANON-0000-0000-0792,35.76,Latte
20/10/2024,20/10/2024 22:17,card,ANON-0000-0000-0550,35.76,Cappuccino
21/10/2024,21/10/2024 7:48,card,ANON-0000-0000-0696,35.76,Latte
21/10/2024,21/10/2024 8:19,card,ANON-0000-0000-0097,35.76,Latte
21/10/2024,21/10/2024 9:04,card,ANON-0000-0000-0385,30.86,Americano with Milk
21/10/2024,21/10/2024 9:34,card,ANON-0000-0000-0793,35.76,Latte
21/10/2024,21/10/2024 10:25,card,ANON-0000-0000-0700,25.96,Americano
21/10/2024,21/10/2024 10:41,card,ANON-0000-0000-0141,25.96,Cortado
21/10/2024,21/10/2024 10:42,card,ANON-0000-0000-0141,25.96,Cortado
21/10/2024,21/10/2024 11:27,card,ANON-0000-0000-0274,21.06,Espresso
21/10/2024,21/10/2024 12:40,card,ANON-0000-0000-0751,35.76,Cappuccino
21/10/2024,21/10/2024 14:42,card,ANON-0000-0000-0794,35.76,Latte
21/10/2024,21/10/2024 14:43,card,ANON-0000-0000-0726,35.76,Latte
21/10/2024,21/10/2024 15:27,card,ANON-0000-0000-0795,30.86,Americano with Milk
21/10/2024,21/10/2024 15:39,card,ANON-0000-0000-0796,25.96,Cortado
21/10/2024,21/10/2024 16:42,card,ANON-0000-0000-0225,35.76,Cocoa
21/10/2024,21/10/2024 16:55,card,ANON-0000-0000-0797,35.76,Latte
21/10/2024,21/10/2024 19:21,card,ANON-0000-0000-0798,35.76,Hot Chocolate
21/10/2024,21/10/2024 21:05,card,ANON-0000-0000-0799,35.76,Latte
21/10/2024,21/10/2024 22:30,card,ANON-0000-0000-0789,35.76,Cocoa
21/10/2024,21/10/2024 22:31,card,ANON-0000-0000-0791,35.76,Hot Chocolate
22/10/2024,22/10/2024 7:33,card,ANON-0000-0000-0696,35.76,Latte
22/10/2024,22/10/2024 7:34,card,ANON-0000-0000-0696,35.76,Cappuccino
22/10/2024,22/10/2024 8:25,card,ANON-0000-0000-0276,30.86,Americano with Milk
22/10/2024,22/10/2024 9:17,card,ANON-0000-0000-0800,25.96,Cortado
22/10/2024,22/10/2024 10:51,card,ANON-0000-0000-0402,21.06,Espresso
22/10/2024,22/10/2024 10:52,card,ANON-0000-0000-0402,25.96,Cortado
22/10/2024,22/10/2024 18:07,card,ANON-0000-0000-0801,25.96,Americano
22/10/2024,22/10/2024 19:46,card,ANON-0000-0000-0507,35.76,Hot Chocolate
22/10/2024,22/10/2024 19:47,card,ANON-0000-0000-0507,35.76,Latte
23/10/2024,23/10/2024 7:58,card,ANON-0000-0000-0696,35.76,Latte
23/10/2024,23/10/2024 8:45,card,ANON-0000-0000-0276,30.86,Americano with Milk
23/10/2024,23/10/2024 10:24,card,ANON-0000-0000-0141,25.96,Cortado
23/10/2024,23/10/2024 12:31,card,ANON-0000-0000-0802,30.86,Americano with Milk
23/10/2024,23/10/2024 16:20,card,ANON-0000-0000-0803,30.86,Americano with Milk
23/10/2024,23/10/2024 16:21,card,ANON-0000-0000-0803,30.86,Americano with Milk
23/10/2024,23/10/2024 16:42,card,ANON-0000-0000-0804,35.76,Cappuccino
23/10/2024,23/10/2024 17:02,card,ANON-0000-0000-0805,21.06,Espresso
23/10/2024,23/10/2024 18:58,card,ANON-0000-0000-0040,35.76,Cocoa
23/10/2024,23/10/2024 19:00,card,ANON-0000-0000-0040,35.76,Cappuccino
23/10/2024,23/10/2024 21:57,card,ANON-0000-0000-0518,30.86,Americano with Milk
23/10/2024,23/10/2024 21:58,card,ANON-0000-0000-0806,35.76,Hot Chocolate
23/10/2024,23/10/2024 22:23,card,ANON-0000-0000-0807,35.76,Latte
24/10/2024,24/10/2024 12:07,card,ANON-0000-0000-0808,25.96,Americano
24/10/2024,24/10/2024 13:24,card,ANON-0000-0000-0809,35.76,Cappuccino
24/10/2024,24/10/2024 14:09,card,ANON-0000-0000-0804,35.76,Cappuccino
24/10/2024,24/10/2024 14:49,card,ANON-0000-0000-0810,35.76,Hot Chocolate
24/10/2024,24/10/2024 14:49,card,ANON-0000-0000-0810,35.76,Latte
24/10/2024,24/10/2024 15:47,card,ANON-0000-0000-0788,35.76,Latte
24/10/2024,24/10/2024 15:48,card,ANON-0000-0000-0788,35.76,Latte
24/10/2024,24/10/2024 18:53,card,ANON-0000-0000-0811,25.96,Americano
24/10/2024,24/10/2024 18:55,card,ANON-0000-0000-0811,25.96,Americano
24/10/2024,24/10/2024 19:50,card,ANON-0000-0000-0507,35.76,Latte
24/10/2024,24/10/2024 20:44,card,ANON-0000-0000-0812,25.96,Americano
24/10/2024,24/10/2024 21:14,card,ANON-0000-0000-0813,35.76,Hot Chocolate
24/10/2024,24/10/2024 21:15,card,ANON-0000-0000-0813,35.76,Hot Chocolate
24/10/2024,24/10/2024 21:56,card,ANON-0000-0000-0637,35.76,Hot Chocolate
24/10/2024,24/10/2024 21:57,card,ANON-0000-0000-0637,35.76,Cappuccino
25/10/2024,25/10/2024 7:38,card,ANON-0000-0000-0696,35.76,Cappuccino
25/10/2024,25/10/2024 7:45,card,ANON-0000-0000-0402,21.06,Espresso
25/10/2024,25/10/2024 8:10,card,ANON-0000-0000-0570,35.76,Cocoa
25/10/2024,25/10/2024 8:10,card,ANON-0000-0000-0570,35.76,Latte
25/10/2024,25/10/2024 8:18,card,ANON-0000-0000-0084,35.76,Cocoa
25/10/2024,25/10/2024 10:03,card,ANON-0000-0000-0683,25.96,Americano
25/10/2024,25/10/2024 10:05,card,ANON-0000-0000-0683,25.96,Americano
25/10/2024,25/10/2024 10:51,card,ANON-0000-0000-0276,30.86,Americano with Milk
25/10/2024,25/10/2024 11:49,card,ANON-0000-0000-0012,35.76,Cocoa
25/10/2024,25/10/2024 11:50,card,ANON-0000-0000-0012,35.76,Cocoa
