date,datetime,cash_type,card,money,coffee_name
04/09/2024,04/09/2024 11:48,card,ANON-0000-0000-0019,23.02,Americano
04/09/2024,04/09/2024 11:55,card,ANON-0000-0000-0578,27.92,Americano with Milk
04/09/2024,04/09/2024 12:53,card,ANON-0000-0000-0565,32.82,Latte
04/09/2024,04/09/2024 13:03,card,ANON-0000-0000-0579,32.82,Latte
04/09/2024,04/09/2024 13:05,card,ANON-0000-0000-0579,27.92,Americano with Milk
04/09/2024,04/09/2024 18:03,card,ANON-0000-0000-0580,32.82,Cappuccino
04/09/2024,04/09/2024 19:41,card,ANON-0000-0000-0097,27.92,Americano with Milk
04/09/2024,04/09/2024 21:19,card,ANON-0000-0000-0494,32.82,Latte
05/09/2024,05/09/2024 9:31,card,ANON-0000-0000-0385,27.92,Americano with Milk
05/09/2024,05/09/2024 10:28,card,ANON-0000-0000-0581,27.92,Americano with Milk
05/09/2024,05/09/2024 11:06,card,ANON-0000-0000-0019,23.02,Americano
05/09/2024,05/09/2024 14:00,card,ANON-0000-0000-0582,32.82,Latte
05/09/2024,05/09/2024 15:25,card,ANON-0000-0000-0583,32.82,Latte
05/09/2024,05/09/2024 16:38,card,ANON-0000-0000-0584,23.02,Americano
05/09/2024,05/09/2024 16:40,card,ANON-0000-0000-0585,27.92,Americano with Milk
05/09/2024,05/09/2024 17:04,card,ANON-0000-0000-0586,32.82,Cappuccino
05/09/2024,05/09/2024 17:05,card,ANON-0000-0000-0586,32.82,Cappuccino
05/09/2024,05/09/2024 20:30,card,ANON-0000-0000-0587,32.82,Cappuccino
05/09/2024,05/09/2024 20:54,card,ANON-0000-0000-0588,23.02,Americano
05/09/2024,05/09/2024 20:55,card,ANON-0000-0000-0588,32.82,Cappuccino
05/09/2024,05/09/2024 21:26,card,ANON-0000-0000-0040,27.92,Americano with Milk
05/09/2024,05/09/2024 21:27,card,ANON-0000-0000-0040,27.92,Americano with Milk
06/09/2024,06/09/2024 8:25,card,ANON-0000-0000-0582,32.82,Cappuccino
06/09/2024,06/09/2024 8:34,card,ANON-0000-0000-0425,32.82,Latte
06/09/2024,06/09/2024 8:54,card,ANON-0000-0000-0589,23.02,Americano
06/09/2024,06/09/2024 9:50,card,ANON-0000-0000-0590,18.12,Espresso
06/09/2024,06/09/2024 9:51,card,ANON-0000-0000-0590,32.82,Latte
06/09/2024,06/09/2024 10:30,card,ANON-0000-0000-0591,32.82,Hot Chocolate
06/09/2024,06/09/2024 11:23,card,ANON-0000-0000-0095,18.12,Espresso
06/09/2024,06/09/2024 11:24,card,ANON-0000-0000-0467,18.12,Espresso
06/09/2024,06/09/2024 20:00,card,ANON-0000-0000-0283,32.82,Latte
06/09/2024,06/09/2024 21:09,card,ANON-0000-0000-0507,32.82,Latte
07/09/2024,07/09/2024 8:48,card,ANON-0000-0000-0592,32.82,Latte
07/09/2024,07/09/2024 9:52,card,ANON-0000-0000-0543,23.02,Cortado
07/09/2024,07/09/2024 9:53,card,ANON-0000-0000-0543,23.02,Cortado
07/09/2024,07/09/2024 9:54,card,ANON-0000-0000-0593,23.02,Cortado
07/09/2024,07/09/2024 9:57,card,ANON-0000-0000-0276,27.92,Americano with Milk
07/09/2024,07/09/2024 9:59,card,ANON-0000-0000-0276,27.92,Americano with Milk
07/09/2024,07/09/2024 10:00,card,ANON-0000-0000-0141,23.02,Cortado
07/09/2024,07/09/2024 10:22,card,ANON-0000-0000-0594,23.02,Americano
07/09/2024,07/09/2024 10:37,card,ANON-0000-0000-0595,18.12,Espresso
07/09/2024,07/09/2024 10:40,card,ANON-0000-0000-0595,18.12,Espresso
07/09/2024,07/09/2024 10:53,card,ANON-0000-0000-0596,32.82,Latte
07/09/2024,07/09/2024 11:18,card,ANON-0000-0000-0012,27.92,Americano with Milk
07/09/2024,07/09/2024 11:20,card,ANON-0000-0000-0019,23.02,Americano
07/09/2024,07/09/2024 11:20,card,ANON-0000-0000-0012,18.12,Espresso
07/09/2024,07/09/2024 15:55,card,ANON-0000-0000-0597,32.82,Latte
07/09/2024,07/09/2024 16:20,card,ANON-0000-0000-0019,23.02,Americano
07/09/2024,07/09/2024 16:20,card,ANON-0000-0000-0012,18.12,Espresso
07/09/2024,07/09/2024 19:35,card,ANON-0000-0000-0283,32.82,Cocoa
07/09/2024,07/09/2024 19:36,card,ANON-0000-0000-0283,32.82,Latte
07/09/2024,07/09/2024 19:37,card,ANON-0000-0000-0283,32.82,Latte
07/09/2024,07/09/2024 20:13,card,ANON-0000-0000-0598,32.82,Latte
07/09/2024,07/09/2024 20:14,card,ANON-0000-0000-0598,32.82,Latte
08/09/2024,08/09/2024 8:15,card,ANON-0000-0000-0141,23.02,Cortado
08/09/2024,08/09/2024 9:18,card,ANON-0000-0000-0543,23.02,Cortado
08/09/2024,08/09/2024 9:19,card,ANON-0000-0000-0543,23.02,Cortado
08/09/2024,08/09/2024 10:05,card,ANON-0000-0000-0543,23.02,Cortado
08/09/2024,08/09/2024 12:43,card,ANON-0000-0000-0486,23.02,Cortado
08/09/2024,08/09/2024 20:13,card,ANON-0000-0000-0347,23.02,Americano
09/09/2024,09/09/2024 7:51,card,ANON-0000-0000-0599,32.82,Latte
09/09/2024,09/09/2024 7:53,card,ANON-0000-0000-0582,32.82,Cappuccino
09/09/2024,09/09/2024 7:55,card,ANON-0000-0000-0599,27.92,Americano with Milk
09/09/2024,09/09/2024 7:56,card,ANON-0000-0000-0570,32.82,Latte
09/09/2024,09/09/2024 9:49,card,ANON-0000-0000-0583,32.82,Latte
09/09/2024,09/09/2024 9:50,card,ANON-0000-0000-0583,32.82,Hot Chocolate
09/09/2024,09/09/2024 9:59,card,ANON-0000-0000-0494,32.82,Latte
09/09/2024,09/09/2024 11:11,card,ANON-0000-0000-0600,27.92,Americano with Milk
09/09/2024,09/09/2024 11:12,card,ANON-0000-0000-0601,27.92,Americano with Milk
09/09/2024,09/09/2024 11:29,card,ANON-0000-0000-0602,32.82,Latte
09/09/2024,09/09/2024 12:07,card,ANON-0000-0000-0603,18.12,Espresso
09/09/2024,09/09/2024 15:12,card,ANON-0000-0000-0604,32.82,Latte
09/09/2024,09/09/2024 15:13,card,ANON-0000-0000-0604,23.02,Americano
09/09/2024,09/09/2024 17:24,card,ANON-0000-0000-0605,32.82,Latte
09/09/2024,09/09/2024 18:13,card,ANON-0000-0000-0507,32.82,Latte
09/09/2024,09/09/2024 20:07,card,ANON-0000-0000-0268,32.82,Cappuccino
09/09/2024,09/09/2024 20:13,card,ANON-0000-0000-0606,32.82,Latte
10/09/2024,10/09/2024 8:12,card,ANON-0000-0000-0607,32.82,Hot Chocolate
10/09/2024,10/09/2024 9:32,card,ANON-0000-0000-0608,32.82,Cappuccino
10/09/2024,10/09/2024 15:21,card,ANON-0000-0000-0543,23.02,Cortado
10/09/2024,10/09/2024 15:23,card,ANON-0000-0000-0543,23.02,Cortado
10/09/2024,10/09/2024 18:43,card,ANON-0000-0000-0609,32.82,Cappuccino
10/09/2024,10/09/2024 18:45,card,ANON-0000-0000-0610,27.92,Americano with Milk
10/09/2024,10/09/2024 19:02,card,ANON-0000-0000-0611,32.82,Latte
10/09/2024,10/09/2024 19:03,card,ANON-0000-0000-0611,32.82,Latte
10/09/2024,10/09/2024 21:29,card,ANON-0000-0000-0012,27.92,Americano with Milk
10/09/2024,10/09/2024 21:30,card,ANON-0000-0000-0012,23.02,Americano
11/09/2024,11/09/2024 8:47,card,ANON-0000-0000-0612,32.82,Latte
11/09/2024,11/09/2024 9:28,card,ANON-0000-0000-0097,27.92,Americano with Milk
11/09/2024,11/09/2024 10:52,card,ANON-0000-0000-0613,32.82,Latte
11/09/2024,11/09/2024 19:53,card,ANON-0000-0000-0614,32.82,Cappuccino
11/09/2024,11/09/2024 20:13,card,ANON-0000-0000-0531,27.92,Americano with Milk
11/09/2024,11/09/2024 20:14,card,ANON-0000-0000-0531,32.82,Latte
11/09/2024,11/09/2024 20:15,card,ANON-0000-0000-0531,32.82,Latte
11/09/2024,11/09/2024 21:01,card,ANON-0000-0000-0584,23.02,Cortado
12/09/2024,12/09/2024 10:57,card,ANON-0000-0000-0347,18.12,Espresso
12/09/2024,12/09/2024 10:58,card,ANON-0000-0000-0347,27.92,Americano with Milk
12/09/2024,12/09/2024 11:27,card,ANON-0000-0000-0615,27.92,Americano with Milk
12/09/2024,12/09/2024 12:08,card,ANON-0000-0000-0565,32.82,Cappuccino
12/09/2024,12/09/2024 12:31,card,ANON-0000-0000-0616,23.02,Cortado
12/09/2024,12/09/2024 12:32,card,ANON-0000-0000-0616,23.02,Cortado
12/09/2024,12/09/2024 12:37,card,ANON-0000-0000-0141,23.02,Cortado
12/09/2024,12/09/2024 12:38,card,ANON-0000-0000-0141,23.02,Cortado
12/09/2024,12/09/2024 17:01,card,ANON-0000-0000-0617,32.82,Latte
12/09/2024,12/09/2024 21:09,card,ANON-0000-0000-0618,23.02,Americano
12/09/2024,12/09/2024 21:10,card,ANON-0000-0000-0618,32.82,Cappuccino
12/09/2024,12/09/2024 21:13,card,ANON-0000-0000-0319,23.02,Cortado
13/09/2024,13/09/2024 7:56,card,ANON-0000-0000-0570,32.82,Latte
13/09/2024,13/09/2024 8:41,card,ANON-0000-0000-0425,32.82,Latte
13/09/2024,13/09/2024 8:54,card,ANON-0000-0000-0375,32.82,Latte
13/09/2024,13/09/2024 9:51,card,ANON-0000-0000-0619,32.82,Latte
13/09/2024,13/09/2024 15:38,card,ANON-0000-0000-0242,27.92,Americano with Milk
13/09/2024,13/09/2024 15:50,card,ANON-0000-0000-0552,27.92,Americano with Milk
14/09/2024,14/09/2024 16:29,card,ANON-0000-0000-0543,32.82,Cappuccino
14/09/2024,14/09/2024 16:30,card,ANON-0000-0000-0543,32.82,Cappuccino
15/09/2024,15/09/2024 8:42,card,ANON-0000-0000-0347,18.12,Espresso
15/09/2024,15/09/2024 9:49,card,ANON-0000-0000-0620,27.92,Americano with Milk
15/09/2024,15/09/2024 13:49,card,ANON-0000-0000-0304,23.02,Americano
15/09/2024,15/09/2024 14:36,card,ANON-0000-0000-0141,23.02,Cortado
15/09/2024,15/09/2024 14:37,card,ANON-0000-0000-0141,23.02,Cortado
15/09/2024,15/09/2024 14:53,card,ANON-0000-0000-0543,32.82,Cappuccino
16/09/2024,16/09/2024 13:32,card,ANON-0000-0000-0621,32.82,Latte
16/09/2024,16/09/2024 13:33,card,ANON-0000-0000-0584,27.92,Americano with Milk
16/09/2024,16/09/2024 15:23,card,ANON-0000-0000-0621,32.82,Latte
16/09/2024,16/09/2024 17:16,card,ANON-0000-0000-0622,27.92,Americano with Milk
16/09/2024,16/09/2024 17:18,card,ANON-0000-0000-0623,32.82,Latte
16/09/2024,16/09/2024 18:54,card,ANON-0000-0000-0624,32.82,Latte
16/09/2024,16/09/2024 18:56,card,ANON-0000-0000-0625,32.82,Latte
16/09/2024,16/09/2024 21:10,card,ANON-0000-0000-0626,27.92,Americano with Milk
16/09/2024,16/09/2024 21:11,card,ANON-0000-0000-0626,32.82,Latte
16/09/2024,16/09/2024 21:37,card,ANON-0000-0000-0287,27.92,Americano with Milk
16/09/2024,16/09/2024 21:38,card,ANON-0000-0000-0097,27.92,Americano with Milk
17/09/2024,17/09/2024 7:54,card,ANON-0000-0000-0627,23.02,Cortado
17/09/2024,17/09/2024 8:09,card,ANON-0000-0000-0621,32.82,Latte
17/09/2024,17/09/2024 8:37,card,ANON-0000-0000-0276,27.92,Americano with Milk
17/09/2024,17/09/2024 8:42,card,ANON-0000-0000-0141,23.02,Cortado
17/09/2024,17/09/2024 9:10,card,ANON-0000-0000-0554,32.82,Cappuccino
17/09/2024,17/09/2024 9:11,card,ANON-0000-0000-0554,27.92,Americano with Milk
17/09/2024,17/09/2024 9:34,card,ANON-0000-0000-0620,27.92,Americano with Milk
17/09/2024,17/09/2024 12:38,card,ANON-0000-0000-0628,18.12,Espresso
17/09/2024,17/09/2024 12:39,card,ANON-0000-0000-0628,27.92,Americano with Milk
17/09/2024,17/09/2024 12:44,card,ANON-0000-0000-0629,32.82,Latte
17/09/2024,17/09/2024 13:54,card,ANON-0000-0000-0554,27.92,Americano with Milk
17/09/2024,17/09/2024 13:55,card,ANON-0000-0000-0630,23.02,Cortado
17/09/2024,17/09/2024 16:29,card,ANON-0000-0000-0554,32.82,Cappuccino
17/09/2024,17/09/2024 16:31,card,ANON-0000-0000-0630,32.82,Latte
17/09/2024,17/09/2024 18:54,card,ANON-0000-0000-0631,32.82,Hot Chocolate
17/09/2024,17/09/2024 19:00,card,ANON-0000-0000-0632,27.92,Americano with Milk
17/09/2024,17/09/2024 19:03,card,ANON-0000-0000-0633,27.92,Americano with Milk
17/09/2024,17/09/2024 19:12,card,ANON-0000-0000-0634,32.82,Latte
17/09/2024,17/09/2024 19:14,card,ANON-0000-0000-0634,27.92,Americano with Milk
17/09/2024,17/09/2024 19:15,card,ANON-0000-0000-0634,27.92,Americano with Milk
17/09/2024,17/09/2024 19:31,card,ANON-0000-0000-0635,27.92,Americano with Milk
17/09/2024,17/09/2024 22:19,card,ANON-0000-0000-0636,32.82,Hot Chocolate
17/09/2024,17/09/2024 22:20,card,ANON-0000-0000-0637,32.82,Hot Chocolate
18/09/2024,18/09/2024 14:29,card,ANON-0000-0000-0638,32.82,Latte
18/09/2024,18/09/2024 17:34,card,ANON-0000-0000-0639,32.82,Latte
18/09/2024,18/09/2024 21:15,card,ANON-0000-0000-0040,27.92,Americano with Milk
18/09/2024,18/09/2024 21:18,card,ANON-0000-0000-0040,27.92,Americano with Milk
19/09/2024,19/09/2024 8:17,card,ANON-0000-0000-0276,27.92,Americano with Milk
19/09/2024,19/09/2024 8:30,card,ANON-0000-0000-0627,23.02,Cortado
19/09/2024,19/09/2024 10:01,card,ANON-0000-0000-0494,32.82,Latte
19/09/2024,19/09/2024 12:59,card,ANON-0000-0000-0004,23.02,Americano
19/09/2024,19/09/2024 13:00,card,ANON-0000-0000-0004,27.92,Americano with Milk
19/09/2024,19/09/2024 13:45,card,ANON-0000-0000-0640,23.02,Cortado
20/09/2024,20/09/2024 8:34,card,ANON-0000-0000-0276,27.92,Americano with Milk
20/09/2024,20/09/2024 9:46,card,ANON-0000-0000-0641,27.92,Americano with Milk
20/09/2024,20/09/2024 13:39,card,ANON-0000-0000-0333,27.92,Americano with Milk
20/09/2024,20/09/2024 16:03,card,ANON-0000-0000-0642,32.82,Latte
20/09/2024,20/09/2024 20:39,card,ANON-0000-0000-0643,23.02,Americano
20/09/2024,20/09/2024 21:31,card,ANON-0000-0000-0287,27.92,Americano with Milk
20/09/2024,20/09/2024 21:32,card,ANON-0000-0000-0287,27.92,Americano with Milk
21/09/2024,21/09/2024 11:01,card,ANON-0000-0000-0644,32.82,Latte
21/09/2024,21/09/2024 11:02,card,ANON-0000-0000-0644,32.82,Cocoa
21/09/2024,21/09/2024 11:37,card,ANON-0000-0000-0543,23.02,Cortado
21/09/2024,21/09/2024 11:38,card,ANON-0000-0000-0543,23.02,Cortado
21/09/2024,21/09/2024 15:10,card,ANON-0000-0000-0645,32.82,Cappuccino
21/09/2024,21/09/2024 15:36,card,ANON-0000-0000-0646,32.82,Latte
21/09/2024,21/09/2024 18:16,card,ANON-0000-0000-0507,32.82,Latte
21/09/2024,21/09/2024 18:17,card,ANON-0000-0000-0507,32.82,Latte
21/09/2024,21/09/2024 20:29,card,ANON-0000-0000-0040,23.02,Americano
21/09/2024,21/09/2024 20:30,card,ANON-0000-0000-0040,23.02,Americano
21/09/2024,21/09/2024 20:33,card,ANON-0000-0000-0602,32.82,Latte
21/09/2024,21/09/2024 20:35,card,ANON-0000-0000-0602,32.82,Latte
21/09/2024,21/09/2024 22:18,card,ANON-0000-0000-0647,27.92,Americano with Milk
21/09/2024,21/09/2024 22:19,card,ANON-0000-0000-0647,23.02,Americano
21/09/2024,21/09/2024 22:20,card,ANON-0000-0000-0647,23.02,Americano
22/09/2024,22/09/2024 8:32,card,ANON-0000-0000-0648,23.02,Americano
22/09/2024,22/09/2024 10:12,card,ANON-0000-0000-0649,27.92,Americano with Milk
22/09/2024,22/09/2024 10:13,card,ANON-0000-0000-0649,32.82,Latte
22/09/2024,22/09/2024 11:06,card,ANON-0000-0000-0650,23.02,Cortado
22/09/2024,22/09/2024 11:07,card,ANON-0000-0000-0650,23.02,Cortado
22/09/2024,22/09/2024 11:52,card,ANON-0000-0000-0651,27.92,Americano with Milk
22/09/2024,22/09/2024 11:55,card,ANON-0000-0000-0099,23.02,Americano
22/09/2024,22/09/2024 12:07,card,ANON-0000-0000-0276,27.92,Americano with Milk
22/09/2024,22/09/2024 13:28,card,ANON-0000-0000-0333,27.92,Americano with Milk
22/09/2024,22/09/2024 13:29,card,ANON-0000-0000-0333,27.92,Americano with Milk
22/09/2024,22/09/2024 13:33,card,ANON-0000-0000-0510,27.92,Americano with Milk
22/09/2024,22/09/2024 15:34,card,ANON-0000-0000-0652,32.82,Latte
22/09/2024,22/09/2024 15:35,card,ANON-0000-0000-0652,27.92,Americano with Milk
22/09/2024,22/09/2024 16:25,card,ANON-0000-0000-0653,32.82,Cocoa
22/09/2024,22/09/2024 20:19,card,ANON-0000-0000-0654,32.82,Latte
22/09/2024,22/09/2024 20:20,card,ANON-0000-0000-0654,32.82,Cappuccino
22/09/2024,22/09/2024 20:46,card,ANON-0000-0000-0455,27.92,Americano with Milk
22/09/2024,22/09/2024 20:47,card,ANON-0000-0000-0455,27.92,Americano with Milk
22/09/2024,22/09/2024 21:07,card,ANON-0000-0000-0655,27.92,Americano with Milk
22/09/2024,22/09/2024 21:08,card,ANON-0000-0000-0655,27.92,Americano with Milk
22/09/2024,22/09/2024 21:54,card,ANON-0000-0000-0637,32.82,Hot Chocolate
22/09/2024,22/09/2024 21:54,card,ANON-0000-0000-0637,32.82,Hot Chocolate
22/09/2024,22/09/2024 22:37,card,ANON-0000-0000-0656,23.02,Americano
22/09/2024,22/09/2024 22:37,card,ANON-0000-0000-0657,27.92,Americano with Milk
23/09/2024,23/09/2024 9:03,card,ANON-0000-0000-0276,27.92,Americano with Milk
23/09/2024,23/09/2024 10:04,card,ANON-0000-0000-0141,23.02,Cortado
23/09/2024,23/09/2024 12:11,card,ANON-0000-0000-0584,23.02,Americano
23/09/2024,23/09/2024 14:08,card,ANON-0000-0000-0573,27.92,Americano with Milk
23/09/2024,23/09/2024 17:27,card,ANON-0000-0000-0658,32.82,Cappuccino
23/09/2024,23/09/2024 18:48,card,ANON-0000-0000-0659,23.02,Americano
23/09/2024,23/09/2024 19:47,card,ANON-0000-0000-0507,32.82,Latte
23/09/2024,23/09/2024 20:09,card,ANON-0000-0000-0206,32.82,Cappuccino
23/09/2024,23/09/2024 22:13,card,ANON-0000-0000-0641,27.92,Americano with Milk
23/09/2024,23/09/2024 22:15,card,ANON-0000-0000-0641,27.92,Americano with Milk
24/09/2024,24/09/2024 8:33,card,ANON-0000-0000-0276,27.92,Americano with Milk
24/09/2024,24/09/2024 12:23,card,ANON-0000-0000-0634,32.82,Latte
24/09/2024,24/09/2024 12:24,card,ANON-0000-0000-0634,32.82,Latte
24/09/2024,24/09/2024 12:46,card,ANON-0000-0000-0660,32.82,Latte
24/09/2024,24/09/2024 12:47,card,ANON-0000-0000-0660,32.82,Latte
24/09/2024,24/09/2024 14:11,card,ANON-0000-0000-0661,32.82,Latte
24/09/2024,24/09/2024 14:31,card,ANON-0000-0000-0662,23.02,Cortado
24/09/2024,24/09/2024 15:37,card,ANON-0000-0000-0510,32.82,Cappuccino
24/09/2024,24/09/2024 16:38,card,ANON-0000-0000-0583,32.82,Latte
24/09/2024,24/09/2024 18:43,card,ANON-0000-0000-0408,23.02,Americano
24/09/2024,24/09/2024 18:43,card,ANON-0000-0000-0408,23.02,Americano
24/09/2024,24/09/2024 20:15,card,ANON-0000-0000-0663,32.82,Hot Chocolate
24/09/2024,24/09/2024 21:05,card,ANON-0000-0000-0631,32.82,Latte
24/09/2024,24/09/2024 21:06,card,ANON-0000-0000-0531,27.92,Americano with Milk
24/09/2024,24/09/2024 21:07,card,ANON-0000-0000-0531,27.92,Americano with Milk
25/09/2024,25/09/2024 7:51,card,ANON-0000-0000-0664,32.82,Cappuccino
25/09/2024,25/09/2024 11:35,card,ANON-0000-0000-0141,23.02,Cortado
25/09/2024,25/09/2024 11:51,card,ANON-0000-0000-0665,27.92,Americano with Milk
25/09/2024,25/09/2024 11:52,card,ANON-0000-0000-0665,32.82,Latte
25/09/2024,25/09/2024 13:54,card,ANON-0000-0000-0666,27.92,Americano with Milk
25/09/2024,25/09/2024 13:55,card,ANON-0000-0000-0666,27.92,Americano with Milk
25/09/2024,25/09/2024 17:36,card,ANON-0000-0000-0667,27.92,Americano with Milk
25/09/2024,25/09/2024 17:37,card,ANON-0000-0000-0667,27.92,Americano with Milk
25/09/2024,25/09/2024 21:34,card,ANON-0000-0000-0668,23.02,Americano
25/09/2024,25/09/2024 22:18,card,ANON-0000-0000-0475,27.92,Americano with Milk
26/09/2024,26/09/2024 8:43,card,ANON-0000-0000-0570,32.82,Latte
26/09/2024,26/09/2024 10:37,card,ANON-0000-0000-0333,27.92,Americano with Milk
26/09/2024,26/09/2024 10:55,card,ANON-0000-0000-0669,18.12,Espresso
26/09/2024,26/09/2024 11:34,card,ANON-0000-0000-0670,32.82,Cappuccino
26/09/2024,26/09/2024 12:48,card,ANON-0000-0000-0671,32.82,Latte
26/09/2024,26/09/2024 18:21,card,ANON-0000-0000-0672,32.82,Latte
26/09/2024,26/09/2024 22:45,card,ANON-0000-0000-0673,32.82,Latte
26/09/2024,26/09/2024 22:46,card,ANON-0000-0000-0673,23.02,Cortado
26/09/2024,26/09/2024 22:47,card,ANON-0000-0000-0472,27.92,Americano with Milk
27/09/2024,27/09/2024 9:29,card,ANON-0000-0000-0276,27.92,Americano with Milk
27/09/2024,27/09/2024 9:33,card,ANON-0000-0000-0141,23.02,Cortado
27/09/2024,27/09/2024 9:41,card,ANON-0000-0000-0674,32.82,Cappuccino
27/09/2024,27/09/2024 10:46,card,ANON-0000-0000-0333,27.92,Americano with Milk
27/09/2024,27/09/2024 11:35,card,ANON-0000-0000-0333,27.92,Americano with Milk
27/09/2024,27/09/2024 13:20,card,ANON-0000-0000-0675,32.82,Cappuccino
27/09/2024,27/09/2024 13:25,card,ANON-0000-0000-0676,32.82,Cappuccino
27/09/2024,27/09/2024 13:28,card,ANON-0000-0000-0676,23.02,Americano
27/09/2024,27/09/2024 13:33,card,ANON-0000-0000-0677,27.92,Americano with Milk
27/09/2024,27/09/2024 18:07,card,ANON-0000-0000-0678,32.82,Latte
27/09/2024,27/09/2024 18:08,card,ANON-0000-0000-0678,32.82,Latte
27/09/2024,27/09/2024 18:37,card,ANON-0000-0000-0679,32.82,Cappuccino
27/09/2024,27/09/2024 18:40,card,ANON-0000-0000-0680,32.82,Cappuccino
27/09/2024,27/09/2024 20:18,card,ANON-0000-0000-0408,32.82,Cappuccino
27/09/2024,27/09/2024 20:19,card,ANON-0000-0000-0408,32.82,Cappuccino
27/09/2024,27/09/2024 20:58,card,ANON-0000-0000-0681,27.92,Americano with Milk
28/09/2024,28/09/2024 8:06,card,ANON-0000-0000-0666,27.92,Americano with Milk
28/09/2024,28/09/2024 9:31,card,ANON-0000-0000-0682,27.92,Americano with Milk
28/09/2024,28/09/2024 14:25,card,ANON-0000-0000-0507,35.76,Latte
28/09/2024,28/09/2024 16:57,card,ANON-0000-0000-0683,35.76,Latte
28/09/2024,28/09/2024 17:26,card,ANON-0000-0000-0684,30.86,Americano with Milk
28/09/2024,28/09/2024 20:34,card,ANON-0000-0000-0445,35.76,Latte
28/09/2024,28/09/2024 20:38,card,ANON-0000-0000-0685,35.76,Latte
28/09/2024,28/09/2024 22:16,card,ANON-0000-0000-0686,35.76,Cappuccino
28/09/2024,28/09/2024 22:17,card,ANON-0000-0000-0686,35.76,Cocoa
28/09/2024,28/09/2024 22:18,card,ANON-0000-0000-0687,25.96,Cortado
28/09/2024,28/09/2024 22:19,card,ANON-0000-0000-0687,35.76,Hot Chocolate
29/09/2024,29/09/2024 10:48,card,ANON-0000-0000-0467,25.96,Americano
29/09/2024,29/09/2024 10:50,card,ANON-0000-0000-0172,35.76,Cappuccino
29/09/2024,29/09/2024 10:51,card,ANON-0000-0000-0172,35.76,Cappuccino
29/09/2024,29/09/2024 10:52,card,ANON-0000-0000-0172,35.76,Cappuccino
29/09/2024,29/09/2024 10:53,card,ANON-0000-0000-0333,30.86,Americano with Milk
29/09/2024,29/09/2024 12:35,card,ANON-0000-0000-0683,35.76,Latte
29/09/2024,29/09/2024 12:50,card,ANON-0000-0000-0141,25.96,Cortado
29/09/2024,29/09/2024 12:54,card,ANON-0000-0000-0602,35.76,Latte
29/09/2024,29/09/2024 12:55,card,ANON-0000-0000-0688,35.76,Latte
29/09/2024,29/09/2024 18:02,card,ANON-0000-0000-0689,35.76,Cappuccino
29/09/2024,29/09/2024 22:31,card,ANON-0000-0000-0690,35.76,Latte
30/09/2024,30/09/2024 8:08,card,ANON-0000-0000-0141,25.96,Cortado
30/09/2024,30/09/2024 8:58,card,ANON-0000-0000-0691,25.96,Cortado
30/09/2024,30/09/2024 9:00,card,ANON-0000-0000-0692,35.76,Hot Chocolate
30/09/2024,30/09/2024 10:01,card,ANON-0000-0000-0276,30.86,Americano with Milk
30/09/2024,30/09/2024 10:05,card,ANON-0000-0000-0141,25.96,Cortado
30/09/2024,30/09/2024 11:32,card,ANON-0000-0000-0693,30.86,Americano with Milk
30/09/2024,30/09/2024 16:45,card,ANON-0000-0000-0333,30.86,Americano with Milk
30/09/2024,30/09/2024 19:32,card,ANON-0000-0000-0507,35.76,Latte
30/09/2024,30/09/2024 19:53,card,ANON-0000-0000-0694,30.86,Americano with Milk
30/09/2024,30/09/2024 19:54,card,ANON-0000-0000-0694,25.96,Cortado
30/09/2024,30/09/2024 19:59,card,ANON-0000-0000-0631,35.76,Latte
30/09/2024,30/09/2024 20:00,card,ANON-0000-0000-0531,30.86,Americano with Milk
30/09/2024,30/09/2024 20:01,card,ANON-0000-0000-0633,30.86,Americano with Milk
30/09/2024,30/09/2024 21:41,card,ANON-0000-0000-0695,30.86,Americano with Milk
01/10/2024,01/10/2024 7:47,card,ANON-0000-0000-0696,35.76,Latte
01/10/2024,01/10/2024 9:48,card,ANON-0000-0000-0276,30.86,Americano with Milk
01/10/2024,01/10/2024 10:02,card,ANON-0000-0000-0333,30.86,Americano with Milk
01/10/2024,01/10/2024 10:03,card,ANON-0000-0000-0333,30.86,Americano with Milk
01/10/2024,01/10/2024 11:55,card,ANON-0000-0000-0697,30.86,Americano with Milk
01/10/2024,01/10/2024 12:12,card,ANON-0000-0000-0698,30.86,Americano with Milk
01/10/2024,01/10/2024 12:14,card,ANON-0000-0000-0698,30.86,Americano with Milk
01/10/2024,01/10/2024 14:17,card,ANON-0000-0000-0699,25.96,Americano
01/10/2024,01/10/2024 14:18,card,ANON-0000-0000-0699,30.86,Americano with Milk
01/10/2024,01/10/2024 16:08,card,ANON-0000-0000-0637,35.76,Hot Chocolate
01/10/2024,01/10/2024 16:41,card,ANON-0000-0000-0700,25.96,Americano
01/10/2024,01/10/2024 18:08,card,ANON-0000-0000-0701,35.76,Latte
01/10/2024,01/10/2024 18:23,card,ANON-0000-0000-0702,35.76,Latte
01/10/2024,01/10/2024 18:24,card,ANON-0000-0000-0702,35.76,Hot Chocolate
01/10/2024,01/10/2024 20:03,card,ANON-0000-0000-0585,35.76,Hot Chocolate
02/10/2024,02/10/2024 7:57,card,ANON-0000-0000-0703,35.76,Latte
02/10/2024,02/10/2024 8:42,card,ANON-0000-0000-0141,25.96,Cortado
02/10/2024,02/10/2024 9:19,card,ANON-0000-0000-0276,30.86,Americano with Milk
